_start,_stop,_time,_value,_field,_measurement,child,parent
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T17:30:48.704Z,1677565722,child,Tracking_comp,1677565722,Printer_1
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T18:48:41.215Z,1677565722,child,Tracking_comp,1677565722,Printer_1
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T18:52:48.12Z,1677565722,child,Tracking_comp,1677565722,Printer_1
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T19:31:16.893Z,1677565722,child,Tracking_comp,1677565722,Printer_1
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T17:30:48.704Z,Printer_1,parent,Tracking_comp,1677565722,Printer_1
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T18:48:41.215Z,Printer_1,parent,Tracking_comp,1677565722,Printer_1
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T18:52:48.12Z,Printer_1,parent,Tracking_comp,1677565722,Printer_1
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T19:31:16.893Z,Printer_1,parent,Tracking_comp,1677565722,Printer_1
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T20:06:09.004Z,1677565722,child,Tracking_comp,1677565722,Printer_10
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T20:06:09.004Z,Printer_10,parent,Tracking_comp,1677565722,Printer_10
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T18:52:57.605Z,1677565722,child,Tracking_comp,1677565722,Printer_2
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T19:35:18.79Z,1677565722,child,Tracking_comp,1677565722,Printer_2
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T20:17:40.763Z,1677565722,child,Tracking_comp,1677565722,Printer_2
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T18:52:57.605Z,Printer_2,parent,Tracking_comp,1677565722,Printer_2
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T19:35:18.79Z,Printer_2,parent,Tracking_comp,1677565722,Printer_2
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T20:17:40.763Z,Printer_2,parent,Tracking_comp,1677565722,Printer_2
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T17:40:24.253Z,1677565722,child,Tracking_comp,1677565722,Printer_3
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T18:56:42.102Z,1677565722,child,Tracking_comp,1677565722,Printer_3
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T19:38:51.604Z,1677565722,child,Tracking_comp,1677565722,Printer_3
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T17:40:24.253Z,Printer_3,parent,Tracking_comp,1677565722,Printer_3
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T18:56:42.102Z,Printer_3,parent,Tracking_comp,1677565722,Printer_3
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T19:38:51.604Z,Printer_3,parent,Tracking_comp,1677565722,Printer_3
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T17:44:31.433Z,1677565722,child,Tracking_comp,1677565722,Printer_4
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T19:00:35.142Z,1677565722,child,Tracking_comp,1677565722,Printer_4
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T19:42:59.756Z,1677565722,child,Tracking_comp,1677565722,Printer_4
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T20:25:18.391Z,1677565722,child,Tracking_comp,1677565722,Printer_4
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T17:44:31.433Z,Printer_4,parent,Tracking_comp,1677565722,Printer_4
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T19:00:35.142Z,Printer_4,parent,Tracking_comp,1677565722,Printer_4
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T19:42:59.756Z,Printer_4,parent,Tracking_comp,1677565722,Printer_4
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T20:25:18.391Z,Printer_4,parent,Tracking_comp,1677565722,Printer_4
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T19:04:45.713Z,1677565722,child,Tracking_comp,1677565722,Printer_5
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T19:47:17.833Z,1677565722,child,Tracking_comp,1677565722,Printer_5
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T20:29:01.44Z,1677565722,child,Tracking_comp,1677565722,Printer_5
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T19:04:45.713Z,Printer_5,parent,Tracking_comp,1677565722,Printer_5
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T19:47:17.833Z,Printer_5,parent,Tracking_comp,1677565722,Printer_5
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T20:29:01.44Z,Printer_5,parent,Tracking_comp,1677565722,Printer_5
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T17:49:25.644Z,1677565722,child,Tracking_comp,1677565722,Printer_6
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T17:52:30.454Z,1677565722,child,Tracking_comp,1677565722,Printer_6
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T19:07:58Z,1677565722,child,Tracking_comp,1677565722,Printer_6
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T19:51:07.227Z,1677565722,child,Tracking_comp,1677565722,Printer_6
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T20:32:24.728Z,1677565722,child,Tracking_comp,1677565722,Printer_6
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T17:49:25.644Z,Printer_6,parent,Tracking_comp,1677565722,Printer_6
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T17:52:30.454Z,Printer_6,parent,Tracking_comp,1677565722,Printer_6
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T19:07:58Z,Printer_6,parent,Tracking_comp,1677565722,Printer_6
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T19:51:07.227Z,Printer_6,parent,Tracking_comp,1677565722,Printer_6
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T20:32:24.728Z,Printer_6,parent,Tracking_comp,1677565722,Printer_6
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T17:56:29.758Z,1677565722,child,Tracking_comp,1677565722,Printer_7
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T19:12:13.714Z,1677565722,child,Tracking_comp,1677565722,Printer_7
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T19:54:41.988Z,1677565722,child,Tracking_comp,1677565722,Printer_7
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T20:36:29.048Z,1677565722,child,Tracking_comp,1677565722,Printer_7
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T17:56:29.758Z,Printer_7,parent,Tracking_comp,1677565722,Printer_7
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T19:12:13.714Z,Printer_7,parent,Tracking_comp,1677565722,Printer_7
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T19:54:41.988Z,Printer_7,parent,Tracking_comp,1677565722,Printer_7
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T20:36:29.048Z,Printer_7,parent,Tracking_comp,1677565722,Printer_7
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T17:59:40.58Z,1677565722,child,Tracking_comp,1677565722,Printer_8
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T19:16:21.073Z,1677565722,child,Tracking_comp,1677565722,Printer_8
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T19:58:22.377Z,1677565722,child,Tracking_comp,1677565722,Printer_8
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T20:40:44.306Z,1677565722,child,Tracking_comp,1677565722,Printer_8
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T17:59:40.58Z,Printer_8,parent,Tracking_comp,1677565722,Printer_8
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T19:16:21.073Z,Printer_8,parent,Tracking_comp,1677565722,Printer_8
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T19:58:22.377Z,Printer_8,parent,Tracking_comp,1677565722,Printer_8
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T20:40:44.306Z,Printer_8,parent,Tracking_comp,1677565722,Printer_8
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T19:19:53.062Z,1677565722,child,Tracking_comp,1677565722,Printer_9
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T20:01:43.184Z,1677565722,child,Tracking_comp,1677565722,Printer_9
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T19:19:53.062Z,Printer_9,parent,Tracking_comp,1677565722,Printer_9
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T20:01:43.184Z,Printer_9,parent,Tracking_comp,1677565722,Printer_9
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T13:23:18.89Z,2199003780,child,Tracking_comp,2199003780,Printer_10
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T13:23:18.89Z,Printer_10,parent,Tracking_comp,2199003780,Printer_10
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T13:03:58.504Z,2199003780,child,Tracking_comp,2199003780,Printer_2
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T13:03:58.504Z,Printer_2,parent,Tracking_comp,2199003780,Printer_2
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T13:06:29.93Z,2199003780,child,Tracking_comp,2199003780,Printer_3
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T13:06:29.93Z,Printer_3,parent,Tracking_comp,2199003780,Printer_3
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T13:08:23.251Z,2199003780,child,Tracking_comp,2199003780,Printer_4
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T13:08:23.251Z,Printer_4,parent,Tracking_comp,2199003780,Printer_4
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T13:11:00.779Z,2199003780,child,Tracking_comp,2199003780,Printer_5
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T13:11:00.779Z,Printer_5,parent,Tracking_comp,2199003780,Printer_5
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T13:13:56.117Z,2199003780,child,Tracking_comp,2199003780,Printer_6
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T13:13:56.117Z,Printer_6,parent,Tracking_comp,2199003780,Printer_6
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T13:17:13.017Z,2199003780,child,Tracking_comp,2199003780,Printer_7
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T13:17:13.017Z,Printer_7,parent,Tracking_comp,2199003780,Printer_7
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T13:19:26.036Z,2199003780,child,Tracking_comp,2199003780,Printer_8
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T13:19:26.036Z,Printer_8,parent,Tracking_comp,2199003780,Printer_8
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T13:21:14.347Z,2199003780,child,Tracking_comp,2199003780,Printer_9
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T13:21:14.347Z,Printer_9,parent,Tracking_comp,2199003780,Printer_9
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T14:37:29.795Z,2546161408,child,Tracking_comp,2546161408,2546161408
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T14:42:34.928Z,2546161408,child,Tracking_comp,2546161408,2546161408
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T14:37:29.795Z,2546161408,parent,Tracking_comp,2546161408,2546161408
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T14:42:34.928Z,2546161408,parent,Tracking_comp,2546161408,2546161408
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T16:25:26.986Z,2546161408,child,Tracking_comp,2546161408,Printer_7
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T16:25:26.986Z,Printer_7,parent,Tracking_comp,2546161408,Printer_7
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T14:18:14.024Z,3DOR10001,child,Tracking_comp,3DOR10001,ORBOX0014
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T14:18:14.024Z,ORBOX0014,parent,Tracking_comp,3DOR10001,ORBOX0014
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T13:36:46.396Z,3DOR10001,child,Tracking_comp,3DOR10001,Printer_1
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T13:36:46.396Z,Printer_1,parent,Tracking_comp,3DOR10001,Printer_1
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T14:17:23.994Z,3DOR100010,child,Tracking_comp,3DOR100010,ORBOX00116
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T14:17:23.994Z,ORBOX00116,parent,Tracking_comp,3DOR100010,ORBOX00116
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T14:14:05.072Z,3DOR100010,child,Tracking_comp,3DOR100010,Printer_10
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T14:14:05.072Z,Printer_10,parent,Tracking_comp,3DOR100010,Printer_10
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T21:30:22.248Z,3DOR1000100,child,Tracking_comp,3DOR1000100,ORBOX0019
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T21:30:22.248Z,ORBOX0019,parent,Tracking_comp,3DOR1000100,ORBOX0019
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T21:28:51.46Z,3DOR1000100,child,Tracking_comp,3DOR1000100,Printer_10
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T21:28:51.46Z,Printer_10,parent,Tracking_comp,3DOR1000100,Printer_10
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T20:48:21.065Z,3DOR1000103,child,Tracking_comp,3DOR1000103,3DOR100082
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T20:48:21.065Z,3DOR100082,parent,Tracking_comp,3DOR1000103,3DOR100082
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T20:19:23.324Z,3DOR1000103,child,Tracking_comp,3DOR1000103,Printer_2
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T20:19:23.324Z,Printer_2,parent,Tracking_comp,3DOR1000103,Printer_2
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T15:00:28.822Z,3DOR100011,child,Tracking_comp,3DOR100011,ORBOX0013
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T15:00:28.822Z,ORBOX0013,parent,Tracking_comp,3DOR100011,ORBOX0013
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T14:20:11.385Z,3DOR100011,child,Tracking_comp,3DOR100011,Printer_1
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T14:20:11.385Z,Printer_1,parent,Tracking_comp,3DOR100011,Printer_1
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T15:01:12.801Z,3DOR100012,child,Tracking_comp,3DOR100012,ORBOX0011
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T15:01:13.331Z,3DOR100012,child,Tracking_comp,3DOR100012,ORBOX0011
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T15:01:12.801Z,ORBOX0011,parent,Tracking_comp,3DOR100012,ORBOX0011
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T15:01:13.331Z,ORBOX0011,parent,Tracking_comp,3DOR100012,ORBOX0011
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T14:24:53.79Z,3DOR100012,child,Tracking_comp,3DOR100012,Printer_2
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T14:24:53.79Z,Printer_2,parent,Tracking_comp,3DOR100012,Printer_2
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T15:01:12.239Z,3DOR100013,child,Tracking_comp,3DOR100013,ORBOX0011
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T15:01:12.239Z,ORBOX0011,parent,Tracking_comp,3DOR100013,ORBOX0011
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T14:28:55.17Z,3DOR100013,child,Tracking_comp,3DOR100013,Printer_3
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T14:28:55.17Z,Printer_3,parent,Tracking_comp,3DOR100013,Printer_3
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T15:00:32.095Z,3DOR100014,child,Tracking_comp,3DOR100014,ORBOX0013
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T15:00:32.095Z,ORBOX0013,parent,Tracking_comp,3DOR100014,ORBOX0013
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T14:32:45.745Z,3DOR100014,child,Tracking_comp,3DOR100014,Printer_4
2024-10-07T13:58:14.815293004Z,2024-11-06T13:58:14.815293004Z,2024-10-28T14:32:45.745Z,Printer_4,parent,Tracking_comp,3DOR100014,Printer_4
