_start,_stop,_time,_value,_field,_measurement,location,state
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T20:43:21.14702Z,3DOR100089,id,tracking,Job End Buffer,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T20:46:55.210082Z,3DOR100090,id,tracking,Job End Buffer,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T20:54:56.807092Z,3DOR100091,id,tracking,Job End Buffer,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T20:58:33.084119Z,3DOR100092,id,tracking,Job End Buffer,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T21:02:21.908073Z,3DOR100093,id,tracking,Job End Buffer,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T21:06:32.32706Z,3DOR100094,id,tracking,Job End Buffer,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T21:10:57.251051Z,3DOR100095,id,tracking,Job End Buffer,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T21:14:30.255043Z,3DOR100096,id,tracking,Job End Buffer,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T21:18:33.455047Z,3DOR100097,id,tracking,Job End Buffer,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T21:22:28.503943Z,3DOR100098,id,tracking,Job End Buffer,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T21:26:29.201071Z,3DOR100099,id,tracking,Job End Buffer,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T21:30:27.707026Z,3DOR1000100,id,tracking,Job End Buffer,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-23T14:38:20.317254Z,t16,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-23T14:39:08.194254Z,t16,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-23T15:09:44.851196Z,5.00E+12,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T14:17:44.194796Z,3DOR10003,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T14:17:54.687853Z,3DOR10004,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T14:17:57.511795Z,3DOR10002,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T14:17:59.179801Z,3DOR10001,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T14:18:01.075795Z,3DOR100010,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T14:18:02.966927Z,3DOR10009,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T14:18:06.110903Z,3DOR10008,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T14:18:08.549912Z,3DOR10005,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T14:18:10.410925Z,3DOR10007,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T14:18:12.528796Z,3DOR10006,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T15:00:55.145805Z,3DOR100015,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T15:00:56.814815Z,3DOR100020,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T15:00:58.707739Z,3DOR100014,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T15:01:01.370847Z,3DOR100017,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T15:01:03.841841Z,3DOR100013,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T15:01:06.504833Z,3DOR100016,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T15:01:09.071708Z,3DOR100019,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T15:01:11.703708Z,3DOR100018,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T15:01:14.398706Z,3DOR100012,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T15:01:16.484706Z,3DOR100011,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T15:52:48.121603Z,3DOR100021,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T15:52:50.174602Z,3DOR100030,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T15:52:53.832604Z,3DOR100028,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T15:52:55.662706Z,3DOR100029,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T15:52:57.330602Z,3DOR100022,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T15:52:59.801724Z,3DOR100026,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T15:53:01.790604Z,3DOR100027,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T15:53:05.737726Z,3DOR100024,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T15:53:08.433602Z,3DOR100023,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T15:53:10.647603Z,3DOR100025,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T16:37:07.095617Z,3DOR100037,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T16:37:11.074648Z,3DOR100036,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T16:37:15.117523Z,3DOR100034,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T16:37:18.743611Z,3DOR100035,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T16:37:23.364649Z,3DOR100033,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T16:37:28.562518Z,3DOR100032,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T16:37:33.183642Z,3DOR100040,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T16:37:36.745647Z,3DOR100039,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T16:37:40.050604Z,3DOR100038,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T16:37:42.360516Z,3DOR100031,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T17:23:11.64051Z,3DOR100047,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T17:23:15.009452Z,3DOR100045,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T17:23:18.025528Z,3DOR100050,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T17:23:20.945519Z,3DOR100049,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T17:23:25.85545Z,3DOR100042,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T17:23:29.481508Z,3DOR100048,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T17:23:32.979493Z,3DOR100046,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T17:23:36.316554Z,3DOR100044,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T17:23:39.172538Z,3DOR100043,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T17:23:41.322505Z,3DOR100041,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T17:32:05.316403Z,Printer_1,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T18:08:03.625362Z,3DOR100056,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T18:08:07.476463Z,3DOR100051,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T18:08:10.011362Z,3DOR100052,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T18:08:13.990361Z,3DOR100060,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T18:08:16.589479Z,3DOR100059,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T18:08:19.670481Z,3DOR100058,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T18:08:22.943466Z,3DOR100057,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T18:08:26.08845Z,3DOR100053,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T18:08:29.040463Z,3DOR100055,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T18:08:31.735481Z,3DOR100054,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T19:24:52.848177Z,3DOR100062,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T19:24:57.982321Z,3DOR100061,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T19:25:01.929331Z,3DOR100070,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T19:25:04.945279Z,3DOR100068,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T19:25:10.240176Z,3DOR100065,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T19:25:13.096296Z,3DOR100064,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T19:25:16.080308Z,3DOR100063,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T19:25:18.904276Z,3DOR100067,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T19:25:21.600177Z,3DOR100066,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T19:25:23.749175Z,3DOR100069,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T20:05:46.871141Z,3DOR100072,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T20:05:50.14418Z,3DOR100078,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T20:05:53.930188Z,3DOR100076,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T20:05:58.872106Z,3DOR100080,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T20:06:02.209203Z,3DOR100075,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T20:06:05.771143Z,3DOR100079,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T20:06:11.322177Z,3DOR100077,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T20:06:14.852141Z,3DOR100074,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T20:06:21.527222Z,3DOR100073,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T20:06:25.76219Z,3DOR100071,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T20:47:59.499093Z,3DOR100086,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T20:48:03.735092Z,3DOR100081,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T20:48:07.264095Z,3DOR100082,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T20:48:10.441111Z,3DOR100090,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T20:48:13.233008Z,3DOR100085,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T20:48:15.993007Z,3DOR100089,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T20:48:20.13213Z,3DOR100088,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T20:48:22.475068Z,3DOR100087,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T20:48:25.106071Z,3DOR100084,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T20:48:27.515009Z,3DOR1000103,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T21:22:12.146092Z,Printer_8,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T21:30:50.845988Z,3DOR100092,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T21:30:54.730992Z,3DOR1000100,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T21:30:57.392012Z,3DOR100095,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T21:30:59.670047Z,3DOR100093,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T21:31:01.949024Z,3DOR100096,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T21:31:04.098921Z,3DOR100099,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T21:31:06.216923Z,3DOR100098,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T21:31:08.783921Z,3DOR100094,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T21:31:10.868921Z,3DOR100097,id,tracking,Parts Warehouse,entered
2024-10-07T13:55:51.1332528Z,2024-11-06T13:55:51.1332528Z,2024-10-28T21:31:12.731071Z,3DOR100091,id,tracking,Parts Warehouse,entered
